Index eps_r             loss_t           
  558 +7.9610270893E-01 +3.8621213883E-01
  559 +2.2177516003E-01 +5.1735268904E-02
  560 +2.2315776261E-01 +7.0481640282E-02
  561 +1.0559592244E+00 +3.6609952773E-01
  562 -2.7091500115E-01 +2.8631122245E-01
  563 +8.7668990573E-01 +2.6765229386E-01
  564 -4.0594172429E-01 +2.9347018759E-01
  565 +2.9579167492E-03 +1.6100983791E-01
  566 +2.8266121354E-01 +2.8613864316E-01
  567 -4.1606616113E-01 +2.2619121610E-01
  568 +5.3851822131E-01 +1.2097119261E-01
  569 +5.9872224782E-01 +7.7783294751E-02
  570 +1.6068418040E-01 +2.1858608752E-01
  571 -2.5541786834E-01 +1.8039136856E-01
  572 +4.5646889552E-02 +6.6662860933E-02
  573 +1.4355749686E+00 +2.1313774434E-01
  574 -3.5498253194E-01 +3.8061055497E-02
  575 +9.5071693271E-01 +2.2667885984E-02
  576 +1.0101978421E-01 +1.4244146786E-01
  577 +1.0302275261E+00 +4.7956108642E-02
  578 +1.2171328586E+00 +3.3991449503E-01
  579 +9.3168938902E-01 +2.6148070191E-01
  580 +1.4421702920E+00 +3.8180629244E-01
  581 -4.2976140300E-01 +3.9547328974E-01
  582 +1.2196471075E+00 +3.3969653753E-01
  583 -3.4862968823E-01 +2.3995167008E-01
  584 -6.6724528389E-02 +2.1501519825E-02
  585 +7.1946155106E-01 +3.9811328275E-01
  586 +7.1475432318E-01 +2.4465882913E-01
  587 +1.2621402570E+00 +2.0098817122E-01
  588 -3.5856875530E-01 +1.0417333473E-01
  589 +7.8315943287E-01 +1.4122008909E-01
  590 +3.4815619543E-01 +1.6711903427E-02
  591 +1.0533384653E+00 +1.8681245842E-01
  592 -2.5316426205E-01 +3.7570645628E-01
  593 -8.8242116033E-02 +5.6309370434E-02
  594 +5.9820517935E-01 +1.7998635014E-02
  595 +9.7027349509E-01 +7.1489511599E-02
  596 -1.1086593247E-01 +1.4666084755E-01
  597 +1.3527421387E+00 +1.5799206218E-01
  598 +7.3008659382E-02 +3.6028824925E-01
  599 -2.5153977259E-01 +2.3122768708E-01
  600 +7.4905230908E-01 +2.9025378421E-01
  601 +7.0136770420E-01 +1.8735163931E-02
  602 -4.6409410879E-01 +1.3006176120E-01
  603 +8.2995173218E-01 +2.9923110556E-01
  604 -4.4731800055E-01 +1.0292688661E-01
  605 +8.8594606779E-01 +3.5484325542E-01
  606 +1.2818831772E+00 +1.8046150974E-01
  607 -1.8947745958E-01 +2.1968669525E-01
  608 +9.5785274129E-01 +2.4137162026E-01
  609 +2.0209885085E-01 +3.5444361154E-01
  610 +1.1909150473E+00 +2.4603882671E-01
  611 +4.0119254500E-01 +1.4999752620E-01
  612 +1.2563014308E+00 +4.7670555347E-02
  613 +5.4743647438E-01 +1.0660755943E-01
  614 +9.1879420004E-01 +3.4134224258E-01
  615 +1.4669623062E+00 +2.4663105950E-01
  616 -4.9406270596E-01 +3.4270655588E-01
  617 +1.1467353102E+00 +3.0188115727E-01
  618 +5.1171702060E-01 +3.6335438183E-02
  619 +5.1983313271E-02 +1.9833934513E-03
  620 -3.6968299598E-01 +2.3892086196E-01
  621 +8.2046343297E-01 +3.4691657710E-02
  622 +2.3312557783E-01 +2.9364342480E-01
  623 +7.5768116904E-01 +3.4096235751E-01
  624 +1.1619452693E+00 +3.9721278459E-01
  625 +3.6090236776E-01 +3.5757840970E-01
  626 +1.0460342730E+00 +3.9284089866E-01
  627 -9.9258241902E-02 +6.0942718675E-03
  628 +1.2343124397E-01 +2.2284339878E-01
  629 -4.0484317444E-02 +8.8232083600E-03
  630 -1.8402921892E-01 +1.8947775310E-01
  631 +6.9417357170E-02 +3.9331074978E-01
  632 +1.8975558510E-01 +3.2600073444E-01
  633 +1.1362041104E+00 +2.3864488520E-01
  634 +1.3880308043E+00 +2.3816022145E-01
  635 +1.3488392086E+00 +4.7120754687E-02
  636 +6.8112072068E-02 +3.1844284850E-01
  637 +6.6354267255E-01 +4.9990285915E-02
  638 +1.0278011055E+00 +1.3639631007E-01
  639 +1.2134143641E+00 +1.0555276823E-01
  640 +1.0446836568E+00 +2.2295497701E-01
  641 +9.5257946522E-01 +2.1304561249E-01
  642 +9.9064637031E-01 +1.1307011237E-01
  643 -4.8795502400E-01 +1.1152029541E-01
  644 +1.2324666344E+00 +5.3676176422E-02
  645 +6.0714451594E-01 +8.8283709384E-02
  646 +1.2911941837E+00 +9.9903179739E-03
  647 -5.2584336782E-02 +1.4527267882E-02
  648 +1.3100900736E+00 +1.7002322653E-01
  649 -2.1748871815E-01 +1.3069175131E-01
  650 +9.5937304732E-01 +3.4708230521E-01
  651 +2.9847390574E-01 +2.5439034387E-01
  652 +1.0674039646E+00 +3.0608971820E-01
  653 +9.3537467821E-01 +1.4223889622E-01
  654 -4.2184577699E-01 +2.6829091564E-01
  655 -4.1427720263E-01 +1.1757453754E-01
  656 +1.3336600353E+00 +3.5104565202E-01
  657 -1.2475989320E-01 +1.0163004214E-01
  658 +1.1048464506E+00 +1.6385830825E-01
  659 +1.3887084967E-01 +2.8838624279E-01
  660 +1.2065952567E+00 +2.1988661723E-01
  661 -2.4819209590E-01 +2.0823929266E-01
  662 +6.8763956030E-02 +3.6658011022E-01
  663 +8.0589193261E-01 +3.1326458744E-01
  664 +9.0459996061E-01 +7.1616441583E-02
  665 +2.0466530087E-01 +3.0568067386E-01
  666 -1.6035928044E-01 +2.3592867234E-01
  667 -1.6949934821E-01 +2.7447866497E-01
  668 +1.3479960403E+00 +2.4755154392E-01
  669 +1.0318258392E+00 +2.2884618264E-01
  670 +1.2811411818E+00 +2.5175821789E-01
  671 +7.1621858081E-01 +2.2222303744E-01
  672 +6.7288843703E-01 +1.3808207637E-01
  673 +5.5909014316E-01 +3.2173243727E-01
  674 +8.6237030648E-01 +7.4613180260E-02
  675 -3.6534825173E-01 +1.3021259230E-01
  676 -3.5058499061E-01 +3.8004691676E-01
  677 +8.7920300321E-01 +3.7148444109E-01
  678 +3.9866874718E-01 +3.1901997091E-01
  679 +1.5988449270E-01 +3.2782111726E-01
  680 +1.3650452908E+00 +1.7807290440E-01
  681 +1.9930623316E-01 +3.6178399695E-01
  682 +8.8189451233E-01 +3.3326918219E-01
  683 -4.4386507822E-01 +3.5980994997E-01
  684 -4.5035484884E-01 +3.2209139487E-01
  685 +4.6670898331E-01 +6.2107675235E-02
  686 +4.3805404798E-01 +2.9229388950E-01
  687 +1.4770089445E+00 +3.3584175629E-02
  688 +1.4766768497E+00 +9.2321083455E-02
  689 +1.5269833933E-01 +3.5551110181E-01
  690 +1.1826838622E+00 +1.6051092023E-01
  691 -3.5526299518E-01 +3.7743995141E-02
  692 +1.0619619869E+00 +1.9955992509E-01
  693 -9.2527877799E-02 +3.7197995034E-01
  694 +1.3212517589E+00 +1.2642768927E-01
  695 -1.3630446435E-02 +8.0033865953E-02
  696 -4.8854148996E-01 +1.0088934410E-01
  697 -4.2784664057E-01 +9.1385226079E-02
  698 +1.4318530473E+00 +9.8859105425E-02
  699 +4.5739462138E-01 +1.9844485081E-01
  700 +5.7230941682E-01 +1.5676766593E-01
  701 +5.2661331250E-01 +1.5954045815E-01
  702 +1.2346810457E+00 +8.1525167815E-04
  703 +1.4433416013E+00 +7.5198028765E-02
  704 +1.0664056757E+00 +2.6399349712E-02
  705 +1.0965786231E+00 +2.7441207712E-02
  706 -3.9588184157E-01 +2.4063097577E-01
  707 +1.0476406054E+00 +2.4055900168E-01
  708 +3.0992572057E-02 +1.7194799089E-01
  709 -2.1913683293E-01 +3.5331246733E-01
  710 +9.3340951008E-01 +2.8867782553E-01
  711 +2.2106856092E-01 +3.4248514075E-01
  712 -6.2690009170E-02 +3.2597971433E-02
  713 +8.2857029758E-01 +2.0086445662E-01
  714 +1.3579156130E+00 +3.3911283465E-03
  715 +5.7011131247E-01 +2.5222960216E-01
  716 +7.1987367057E-01 +1.5605844294E-02
  717 +5.4834757750E-01 +3.9768493572E-02
  718 -1.0501275609E-01 +3.0996865242E-01
  719 +2.0700064924E-01 +2.4799745159E-01
  720 +2.6689338262E-01 +3.2043213222E-01
  721 +4.1026847605E-01 +5.4096098104E-02
  722 +3.8000472413E-01 +2.2553297181E-01
  723 +1.4193969387E+00 +5.7573416713E-02
  724 +1.2075555086E+00 +3.3980449280E-01
  725 -1.6749940998E-01 +9.3742841011E-02
  726 -1.5599358051E-03 +2.4336747937E-01
  727 -9.6241768091E-02 +2.3142969563E-01
  728 +1.0272673155E+00 +3.4061560713E-01
  729 +4.0658458351E-01 +7.0631747833E-02
  730 +5.3662771613E-01 +8.0374180124E-02
  731 +2.8393568374E-01 +3.1653385232E-01
  732 +7.4962831316E-01 +3.0139475010E-01
  733 -2.4870553565E-01 +2.7337712352E-01
  734 -1.3803706686E-01 +3.3002043608E-01
  735 +3.8728459457E-01 +4.5886575519E-02
  736 +2.5387365190E-01 +2.8981631541E-01
  737 +1.4986333673E+00 +9.3812713989E-02
  738 +1.1273953541E+00 +3.1737799510E-01
  739 +8.4937814549E-01 +1.6882992498E-01
  740 -3.0084293045E-01 +1.7033138209E-01
  741 +7.8933300082E-01 +1.7307613999E-01
  742 +8.1682599547E-01 +3.8165135379E-01
  743 -1.9816442517E-02 +2.5517441735E-01
  744 +9.4926177435E-01 +3.4811131322E-01
  745 +9.2351195283E-01 +3.6305329561E-01
  746 +9.4642100593E-01 +3.8174623162E-01
  747 +1.2266325397E-01 +1.7870750595E-01
  748 -4.8207410982E-01 +3.2126470982E-03
  749 -3.0180751972E-01 +4.4904952398E-02
  750 +1.7886118588E-01 +2.7848780370E-02
  751 -7.5816254618E-02 +1.7726154707E-01
  752 +5.9187646843E-02 +3.3437848578E-01
  753 +8.3714357430E-01 +1.6623662332E-01
  754 +1.4904711564E+00 +6.2851381296E-03
  755 +5.4207000848E-01 +1.5637719856E-01
  756 +8.7182800992E-01 +3.4885107403E-01
  757 +1.3135507197E+00 +4.2012292698E-02
  758 -3.9740140850E-01 +1.0857851611E-01
  759 +5.9533402815E-01 +3.8504959696E-01
  760 +4.8371688411E-01 +3.1573912823E-01
  761 +7.1565710401E-03 +8.1809645503E-02
  762 +1.1400370917E+00 +3.4725833465E-01
  763 +1.1631906893E+00 +1.4389058625E-02
  764 +3.4568410985E-01 +1.3411963339E-01
  765 -3.3762963628E-01 +3.6297745470E-01
  766 -2.0166966941E-01 +5.7390911899E-02
  767 +1.6383275081E-01 +2.2898591269E-02
  768 +1.1435548221E+00 +1.0204090150E-01
  769 +5.3742599482E-01 +3.4915507002E-01
  770 +1.4609353513E+00 +1.5713261739E-01
  771 +6.1551609264E-01 +4.7748854354E-03
  772 +6.7457791383E-01 +6.8166960418E-02
  773 +1.1585674062E+00 +1.0846747595E-01
  774 +7.0991812772E-01 +6.4240854893E-02
  775 +1.2868163674E+00 +2.6293461564E-01
  776 +8.6915030007E-01 +1.0063879051E-01
  777 +1.5161349692E-01 +1.6124419882E-02
  778 +4.6057091745E-01 +3.0816229117E-01
  779 +1.2083939308E+00 +1.5160879696E-01
  780 -1.7420439414E-01 +3.0128153465E-01
  781 +5.7651134124E-01 +1.8275119723E-01
  782 +6.3170127508E-01 +2.3344431447E-01
  783 -2.9940791396E-01 +2.2031942700E-01
  784 +1.2097764967E-01 +3.9077577751E-02
  785 -2.3885244049E-01 +2.4455298183E-01
  786 +8.1483350645E-01 +3.3626855577E-01
  787 +1.0711597598E+00 +2.7680562200E-01
  788 +7.0726529436E-01 +2.4819892373E-02
  789 +1.2697770248E+00 +3.4565941935E-01
  790 -4.6452209094E-01 +1.0316144687E-01
  791 +1.2045040002E+00 +1.3186159775E-01
  792 +8.5449005645E-02 +3.6152441484E-01
  793 +1.1433785345E+00 +1.8997368577E-01
  794 +5.2226130562E-01 +5.9044432173E-02
  795 +6.7770445050E-01 +1.0960527430E-01
  796 +1.4404129372E+00 +8.3595961793E-02
  797 +3.9941645034E-01 +3.4078752006E-01
  798 -4.6071628368E-01 +2.2393818543E-01
  799 +1.0266309700E-01 +2.0537862086E-01
  800 -2.6974592279E-01 +1.1906709928E-01
  801 +8.9333359479E-01 +1.0571232159E-01
  802 +1.2984817391E+00 +1.9853466020E-01
  803 -1.6978021553E-01 +8.7488490927E-02
  804 +8.5381811572E-01 +1.8253575031E-02
  805 +1.3665623738E+00 +6.7660994051E-02
  806 +4.7160252939E-01 +3.7161250734E-02
  807 +1.4624362255E+00 +1.4595461942E-01
  808 +1.1226865266E+00 +1.3070876675E-01
  809 -3.1738207264E-01 +3.1932314828E-01
  810 +4.6243666827E-01 +1.3688882570E-01
  811 +1.4161228150E+00 +6.1085748920E-02
  812 -5.3856794235E-02 +2.0032359587E-01
  813 +1.1288995972E+00 +3.5022206042E-01
  814 +5.8535522114E-01 +3.6083643397E-01
  815 +1.4828221203E+00 +2.3742194759E-01
  816 -1.2547066264E-01 +3.5026457807E-02
  817 +6.9914943307E-01 +1.7134786124E-01
  818 +6.3637857967E-01 +2.6111290049E-01
  819 +1.1542177871E+00 +5.1497764082E-02
  820 +1.4224469487E+00 +6.0043160358E-02
  821 +6.3317510090E-01 +1.1856543265E-01
  822 +1.3807994138E+00 +1.5385370609E-02
  823 +7.1897234511E-01 +1.7183087192E-01
  824 +6.8010784284E-01 +1.2552441583E-01
  825 +5.1339465250E-01 +6.0774992837E-02
  826 +5.1495140513E-01 +1.8799285287E-01
  827 +9.0427818756E-02 +3.2642772349E-01
  828 +1.3017654045E+00 +8.6932403054E-02
  829 +8.7240089770E-03 +2.9570982480E-02
  830 +3.3952057493E-02 +3.5384867636E-01
  831 +4.8092405196E-01 +3.0097472256E-01
  832 +1.2089616981E+00 +7.5555265041E-02
  833 +6.0751280054E-02 +1.5026698234E-01
  834 +1.2782395268E+00 +9.1026903646E-02
  835 +4.4911138164E-01 +2.7344791548E-01
  836 +1.3935440021E+00 +3.1124072211E-01
  837 +6.9035243971E-01 +5.4980019998E-02
  838 +5.7133292891E-01 +3.1114420759E-01
  839 +8.3221062638E-01 +3.1439402747E-01
  840 +1.4187913737E+00 +1.6503094690E-04
  841 -2.8183377789E-01 +2.2999683972E-01
  842 +1.2959970412E+00 +2.2997144670E-02
  843 +3.6288382510E-01 +1.3830891283E-01
  844 +8.1167438166E-01 +3.5163895906E-01
  845 +6.6431736584E-01 +2.7266840891E-01
  846 -4.2094684065E-02 +3.5108668446E-03
  847 +1.1350971099E+00 +2.0594682785E-01
  848 +1.1884623855E+00 +3.9463897474E-01
  849 +6.5802181589E-01 +2.0509340235E-01
  850 -4.4511643603E-01 +3.4256500237E-01
  851 -4.3940904420E-01 +1.3165984483E-01
  852 +3.3442530356E-01 +7.0879814264E-02
  853 +2.3001488796E-01 +1.4491281998E-01
  854 -3.9361330874E-01 +3.7564309361E-01
  855 +4.8530512516E-01 +3.1302776005E-02
  856 +1.1766426580E+00 +2.3902265966E-01
  857 -2.5768449286E-01 +3.2758131590E-01
  858 +5.0953471995E-01 +2.1178432025E-01
  859 +6.1417596973E-01 +1.7320846306E-01
  860 -2.4078017970E-01 +9.1192422811E-02
  861 +4.3043841786E-01 +3.9939594681E-01
  862 +1.2803245162E-01 +2.2779815736E-01
  863 +3.1904894539E-01 +5.7686220523E-02
  864 +1.0740869551E+00 +2.0974052055E-01
  865 -4.0681571408E-01 +1.9319327902E-01
  866 +8.9314160953E-02 +1.9697236277E-01
  867 -7.6634013407E-02 +1.3207072925E-01
  868 +1.2361866773E+00 +1.7855374485E-01
  869 -2.6481703277E-01 +1.1872229202E-01
  870 +5.6172236049E-01 +3.0025395926E-01
  871 +1.2871348316E+00 +1.1040014155E-02
  872 +7.2097045157E-02 +1.5818073581E-01
  873 -8.9599089627E-02 +2.5903596205E-01
  874 -3.8583213168E-01 +9.3207956600E-02
  875 +3.4963480540E-01 +2.6744721827E-01
  876 +1.5316842327E-01 +2.0980561954E-01
  877 +1.3076921230E+00 +9.4171657464E-02
  878 +1.0145017632E+00 +3.8319156087E-01
  879 +4.8148569761E-01 +6.4536939478E-02
  880 -4.4881198258E-01 +1.3354984001E-01
  881 +4.2648487691E-01 +3.0970648513E-01
  882 -7.3617776365E-02 +3.4308142400E-01
  883 +4.7620975770E-01 +1.6077120520E-01
  884 -2.5005452767E-01 +3.4395456317E-01
  885 +8.0062611636E-01 +3.4025368512E-01
  886 +1.4049975579E+00 +2.2676644497E-01
  887 +1.0942003419E+00 +1.0188418154E-01
  888 +1.2212409828E+00 +2.9631261783E-01
  889 +1.1299494294E+00 +1.0277209598E-02
  890 +1.0383091153E+00 +3.2508748875E-01
  891 +1.3765037186E+00 +9.6162014969E-02
  892 +1.3593046449E-01 +3.9022306028E-01
  893 +9.0554456809E-01 +3.2829795958E-01
  894 +1.3537300191E+00 +3.7518174486E-01
  895 +2.6067065460E-01 +8.1256758284E-02
  896 +1.1082674570E+00 +7.5298039714E-02
  897 +7.8164848338E-01 +1.0386958454E-01
  898 +1.2020868842E+00 +1.6322100454E-01
  899 +1.0433684734E+00 +1.6231898230E-01
  900 +4.5456762070E-01 +3.1582522933E-01
  901 +5.2461769308E-01 +1.2327459280E-01
  902 +1.4124079433E+00 +5.6749595475E-02
  903 +7.7277939267E-01 +4.6726689696E-02
  904 +1.2445022814E+00 +3.4662823542E-01
  905 +1.3054583708E+00 +5.1091935093E-02
  906 +1.1748973375E+00 +1.6415621021E-01
  907 +3.7774204335E-01 +2.2338904109E-01
  908 +1.3008903108E+00 +2.8137287420E-01
  909 +1.0310907094E+00 +2.3245604083E-01
  910 +7.9925770560E-01 +3.1140563646E-01
  911 +4.8043753023E-01 +2.0140365560E-01
  912 -2.1332302257E-01 +3.4039873622E-01
  913 -3.7565744192E-01 +2.7587674778E-01
  914 +1.3714592178E+00 +3.1738302994E-03
  915 -1.6339229075E-01 +3.3597107901E-01
  916 +1.6322280820E-01 +1.5459640575E-01
  917 +5.2808028546E-01 +7.9754279620E-02
  918 -2.0018806688E-01 +3.3077057463E-01
  919 -7.8416644341E-03 +2.8326980236E-01
  920 -1.4450282048E-01 +2.3461294867E-01
  921 -8.1201817580E-02 +1.5755180799E-01
  922 +8.0134830449E-01 +3.7131613777E-01
  923 +7.7661375345E-01 +3.7646496403E-01
  924 -1.3972713089E-01 +3.7779216551E-01
  925 +1.4733461590E+00 +2.6198136422E-01
  926 +1.1732293637E+00 +2.5764451416E-01
  927 -3.7309416970E-02 +2.9525042136E-01
  928 +1.2051389233E+00 +2.2967082735E-01
  929 -1.6750693281E-02 +2.3104569526E-01
  930 +1.0263380467E+00 +1.2114895331E-01
  931 +2.3187930081E-01 +3.9894138112E-01
  932 +6.4793713024E-01 +3.7872696742E-01
  933 +5.7512787294E-01 +2.5872508193E-01
  934 +3.5409291475E-01 +1.7378193344E-01
  935 +4.5630891826E-01 +6.3870611687E-02
  936 -1.2386239198E-01 +3.7126858922E-01
  937 +6.0324646569E-01 +2.8680837874E-01
  938 -2.7365088329E-01 +1.9493053955E-01
  939 +3.7178091837E-01 +9.4618698518E-02
  940 -4.9460590268E-01 +1.0679297955E-01
  941 +5.6489786033E-01 +8.5972003111E-02
  942 -3.2806437522E-01 +1.8458135452E-01
  943 +1.3436180648E-01 +8.8807310956E-02
  944 +1.3776291788E+00 +3.5192652565E-01
  945 +1.9780692732E-01 +3.2770646635E-01
  946 +1.2458425059E+00 +2.5445383346E-01
  947 -2.3515746200E-01 +2.2310003501E-01
  948 +2.6470352218E-01 +4.5065125556E-02
  949 -2.0246690475E-01 +1.6568154208E-01
  950 -4.3094293812E-01 +3.2811726958E-01
  951 +8.9113600877E-01 +9.0672191126E-02
  952 +1.0782655174E+00 +1.3535844902E-01
  953 +9.7056719787E-01 +1.1690265094E-02
  954 +4.8710698548E-01 +1.9435067040E-01
  955 +8.4304110761E-01 +3.5374434769E-01
  956 -5.1671462776E-02 +4.1034738946E-02
  957 +1.3154712323E+00 +3.5137448120E-01
  958 -2.8616193283E-01 +1.1703982970E-01
  959 +1.1306372622E+00 +2.3826229697E-01
  960 +1.0410690657E+00 +1.3779035246E-01
  961 +1.1621099901E+00 +1.7626165106E-01
  962 +7.4894063727E-02 +2.4975874942E-01
  963 +3.2726392569E-02 +8.5280296780E-02
  964 +8.9187097211E-01 +8.8718528787E-02
  965 +2.1511496327E-01 +1.7148514228E-02
  966 +5.0141154057E-02 +5.4392245978E-03
  967 +7.1157976331E-01 +2.4671281096E-01
  968 +1.4059599684E+00 +2.9196882067E-02
  969 +1.1982806790E+00 +5.8372553460E-02
  970 +2.9306692067E-01 +2.0282536452E-01
  971 +5.4896437758E-01 +4.6807976002E-02
  972 +4.9612004030E-02 +2.1709086397E-01
  973 +1.3531905865E+00 +3.4800227454E-01
  974 +5.7874257779E-02 +8.8000481972E-02
  975 -9.0281306381E-02 +6.6328754534E-02
  976 +1.4539990014E+00 +4.6083316555E-02
  977 +9.9337443454E-01 +1.6547410731E-01
  978 +1.2650234976E+00 +1.5321397596E-01
  979 +4.1232517558E-01 +2.2805275745E-01
  980 +1.4180371963E+00 +2.3433422577E-01
  981 -1.7709869776E-01 +5.8673581852E-02
  982 +2.8630359884E-01 +1.4548494018E-01
  983 +7.7052089581E-01 +2.1973188400E-01
  984 +7.7550931975E-01 +2.9736715938E-01
  985 +1.4267268454E+00 +3.5805649825E-01
  986 +1.1648200307E+00 +9.5957177256E-02
  987 +5.2172393782E-01 +1.8152464047E-01
  988 +1.9123745152E-01 +1.6933982514E-01
  989 +3.6330434955E-01 +1.8629714537E-01
  990 +5.6023414603E-01 +1.1573932439E-02
  991 +3.1070147423E-01 +1.4825419189E-01
  992 +7.2460507639E-01 +3.1035101002E-01
  993 +1.3995107573E+00 +1.6631977950E-01
  994 -3.0494920121E-01 +2.5169825006E-01
  995 +1.0977387217E+00 +7.0790010098E-02
  996 -2.5881514458E-01 +1.7718927903E-01
  997 +2.6365779270E-01 +9.2637107500E-02
  998 +1.3743402972E+00 +9.5235558333E-02
  999 +9.0500336218E-01 +2.1748159408E-02
 1000 +1.4068459876E+00 +3.9679456082E-01
 1001 +3.6608558250E-01 +1.6169161784E-01
 1002 +1.3937141583E-01 +3.8258704153E-01
 1003 +1.3183293466E+00 +1.7122878964E-01
 1004 +1.2424418924E+00 +1.3194050987E-01
 1005 +5.1104311648E-02 +3.9082313198E-01
 1006 +4.5104879253E-01 +1.7390786635E-01
 1007 -4.5710533871E-01 +1.0223279155E-01
 1008 +1.6877547873E-01 +8.2502865050E-02
 1009 +8.0480264625E-01 +3.7048291856E-02
 1010 +1.4710391265E+00 +2.5393000482E-01
 1011 +5.5461682228E-01 +1.9541144879E-01
 1012 +1.2779279901E+00 +3.4843378296E-01
 1013 +1.1346855030E+00 +1.7110591838E-01
 1014 -4.0544045833E-01 +3.2978251156E-01
 1015 +4.8296839539E-01 +3.7518121399E-02
 1016 +1.3783759439E+00 +1.0277224325E-01
 1017 +1.2107007264E-01 +3.2636014478E-01
 1018 +1.0752510211E+00 +2.8446127731E-01
 1019 +9.7403445497E-01 +2.6791328961E-01
 1020 +5.3173561913E-01 +3.2532274544E-01
 1021 -2.4600592248E-01 +3.0842496559E-01
 1022 +1.2359650335E+00 +5.9666631857E-02
 1023 +3.0034456789E-01 +2.9835487614E-01
 1024 +1.2649383132E+00 +8.8484299708E-02
 1025 +7.1223252209E-01 +1.8318457154E-01
 1026 +7.6329729394E-02 +1.5775835634E-01
 1027 +1.4126367496E+00 +3.8435872469E-01
 1028 +7.4713700693E-01 +1.4080532583E-01
 1029 +1.0916914450E+00 +9.5865408703E-02
 1030 +8.0172763729E-01 +3.9270502401E-01
 1031 -3.7437119672E-01 +1.5220666644E-01
 1032 +7.7923417898E-01 +3.4605123375E-01
 1033 +1.0063214984E+00 +4.1224826447E-02
 1034 +9.1715924104E-01 +1.0215078566E-01
 1035 +4.5899360342E-01 +3.7919271137E-01
 1036 -2.3695556956E-01 +3.9770483603E-01
 1037 +9.1131550482E-02 +3.9855044741E-01
 1038 -7.1801117711E-02 +3.8885887440E-01
 1039 +1.1375730854E+00 +1.5041886333E-01
 1040 +1.2722027210E+00 +4.3927517580E-03
 1041 +9.6319281874E-01 +2.7112187590E-01
 1042 +1.2192520750E+00 +6.5653130144E-02
 1043 +1.1110598379E+00 +9.6959814137E-02
 1044 -2.5058915245E-01 +8.2343694949E-02
 1045 -4.2000379352E-01 +7.5861359759E-02
 1046 +1.4935955845E+00 +5.5049199831E-02
 1047 +4.4211133690E-01 +3.6343153232E-01
 1048 +4.8221443327E-01 +2.9345209319E-03
 1049 -3.7944509491E-01 +3.2038229076E-01
 1050 +4.1377129020E-01 +3.4493894281E-01
 1051 +9.5109323693E-01 +6.9772786558E-03
 1052 -3.1360036080E-01 +3.8993898476E-02
 1053 +1.1979359028E+00 +2.7223411670E-02
 1054 -4.8294218035E-01 +8.8196449726E-02
 1055 +3.0771338322E-01 +2.8236502930E-01
 1056 +1.4088954491E+00 +2.4347297682E-01
 1057 -3.0950273954E-01 +1.2735716421E-01
 1058 +1.1064407696E+00 +2.6673199738E-01
 1059 +5.5707726106E-01 +3.5689171581E-01
 1060 +5.2936685196E-02 +3.3359336409E-01
 1061 +6.0052997662E-01 +1.4938201387E-01
 1062 +7.2901697782E-01 +1.9939399309E-01
 1063 +1.0255926246E+00 +2.1335059634E-01
 1064 +9.8196053984E-01 +3.2220312429E-01
 1065 +1.3359250283E+00 +2.8558209564E-01
 1066 -3.1212244437E-01 +1.1379197230E-01
 1067 -1.8193555548E-02 +3.7056258269E-01
 1068 +1.4255334680E-01 +4.3587534443E-02
 1069 +3.2692565356E-01 +3.8688754985E-02
 1070 +3.7052714389E-01 +3.2974035535E-02
 1071 -2.1843031959E-02 +1.4369652566E-01
 1072 +2.8108760212E-01 +5.4548183487E-02
 1073 -1.3063027371E-01 +3.5644246621E-01
 1074 +1.3254113939E+00 +1.1237378936E-01
 1075 +7.5466292489E-01 +5.8019131436E-02
 1076 +5.6217337582E-01 +1.8573201979E-01
 1077 +4.6307096826E-01 +3.2953993345E-01
 1078 +6.1999112219E-01 +1.4894134890E-01
 1079 +1.0333888196E-01 +1.5305391077E-01
 1080 +4.1346954041E-01 +2.1625988927E-01
 1081 +9.3142169990E-01 +1.9258482039E-01
 1082 +1.2004967834E+00 +3.9263385015E-01
 1083 +1.1639153884E+00 +3.7458634193E-01
 1084 +1.3483859166E+00 +1.2659524541E-01
 1085 +3.9417665235E-01 +3.5099611948E-01
 1086 -3.8995594837E-02 +1.1509991329E-01
 1087 +7.8628099667E-01 +3.9977457273E-01
 1088 +6.7622412100E-01 +2.0279899795E-01
 1089 -1.7055591861E-01 +1.6666630196E-01
 1090 +1.2726587672E-01 +9.4436138375E-02
 1091 +5.7742579935E-01 +2.8668976191E-01
 1092 -6.9240278146E-02 +4.3126558593E-02
 1093 +6.1165863552E-01 +1.9320505643E-02
 1094 +2.4272268341E-01 +2.7164914051E-01
 1095 +1.6195163302E-01 +3.4430210545E-01
 1096 +1.4348343415E+00 +1.1208270447E-01
 1097 +7.2229603139E-01 +2.9676875872E-01
 1098 +3.9708987592E-02 +1.7423286019E-01
 1099 +9.7465442680E-02 +1.3699197706E-01
 1100 -3.9602167274E-01 +9.5324265824E-02
 1101 +1.4523011855E+00 +8.7228127949E-02
 1102 +2.0848861999E-02 +2.7576723988E-01
 1103 +2.9781730373E-01 +2.2141571137E-01
 1104 +1.2061866656E+00 +2.3727957479E-01
 1105 +4.0299084751E-01 +3.3131085497E-01
 1106 +7.2342211604E-01 +2.2758296027E-02
 1107 +1.6834551007E-01 +1.7164783413E-01
 1108 +1.9490448357E-01 +1.4337694778E-01
 1109 +1.3676417022E+00 +2.5359711774E-01
 1110 +9.9897735955E-01 +2.2928765906E-01
 1111 -2.1289361081E-01 +1.2337691077E-02
